name	gene_id	biotype	cluster	chr	start	end
acta1a	ENSDARG00000036371	protein_coding	Cluster061	1	53286191	53293789
acta1b	ENSDARG00000055618	protein_coding	Cluster038	13	24148571	24153992
acta2	ENSDARG00000045180	protein_coding	Cluster001	12	16966955	16993856
actc1a	ENSDARG00000042535	protein_coding	Cluster045	20	29574265	29580635
actc1b	ENSDARG00000099197	protein_coding	Cluster003	17	117124	124703
actl6a	ENSDARG00000070828	protein_coding	Cluster194	6	29396167	29405143
actn1	ENSDARG00000007219	protein_coding	Cluster061	13	36195256	36265670
actn3a	ENSDARG00000013755	protein_coding	Cluster003	21	27346198	27368283
actn3b	ENSDARG00000001431	protein_coding	Cluster003	7	6814866	6898486
actr2a	ENSDARG00000052438	protein_coding	Cluster094	1	50763721	50784307
actr6	ENSDARG00000021370	protein_coding	Cluster032	25	19487367	19496141
acvr1bb	ENSDARG00000052142	protein_coding	Cluster026	6	2040703	2065438
acvr1l	ENSDARG00000014986	protein_coding	Cluster083	2	41674898	41695081
acvr2b	ENSDARG00000044422	protein_coding	Cluster097	24	41303914	41357193
acvrl1	ENSDARG00000018179	protein_coding	Cluster006	23	27909106	27930563
acy1	ENSDARG00000038475	protein_coding	Cluster001	22	36772140	36832541
acy3.1	ENSDARG00000093003	protein_coding	Cluster002	1	51864674	51870541
acy3.2	ENSDARG00000005525	protein_coding	Cluster098	1	51855224	51870540
ada	ENSDARG00000003113	protein_coding	Cluster005	23	26019907	26050115
adad1	ENSDARG00000089181	protein_coding	Cluster011	14	1226796	1251685
adam10a	ENSDARG00000053468	protein_coding	Cluster012	7	30137782	30220896
adam10b	ENSDARG00000015502	protein_coding	Cluster201	25	65359	75415
adam11	ENSDARG00000079204	protein_coding	Cluster001	12	13773328	13848649
adam19a	ENSDARG00000059693	protein_coding	Cluster036	7	60992892	61221595
adam19b	ENSDARG00000067545	protein_coding	Cluster007	14	6239789	6307375
adam22	ENSDARG00000060532	protein_coding	Cluster003	16	43248969	43381181
adam23a	ENSDARG00000062323	protein_coding	Cluster001	6	12903067	12953661
adam8a	ENSDARG00000001452	protein_coding	Cluster002	13	24541031	24549186
adamts13	ENSDARG00000076270	protein_coding	Cluster001	8	45218927	45269491
adamts15a	ENSDARG00000029124	protein_coding	Cluster003	5	29578857	29608915
adamts15b:ENSDARG00000033544	ENSDARG00000033544	protein_coding	Cluster001	15	17667466	17682778
adamts15b:ENSDARG00000058252	ENSDARG00000058252	protein_coding	Cluster001	15	17687093	17716785
adamts18	ENSDARG00000001999	protein_coding	Cluster009	7	42124583	42212627
adamts3	ENSDARG00000060127	protein_coding	Cluster045	5	44722592	44936510
adamts5	ENSDARG00000100307	protein_coding	Cluster001	1	696360	719733
adamts8a	ENSDARG00000007709	protein_coding	Cluster001	5	29555681	29576817
adamtsl2	ENSDARG00000074033	protein_coding	Cluster001	5	65201775	65242421
adamtsl7	ENSDARG00000055439	protein_coding	Cluster003	1	20883737	20906282
adar	ENSDARG00000012389	protein_coding	Cluster012	16	23616551	23642682
adarb1a	ENSDARG00000041609	protein_coding	Cluster003	22	12616799	12669060
adarb1b	ENSDARG00000003544	protein_coding	Cluster002	9	45692862	45740888
adat3	ENSDARG00000005640	protein_coding	Cluster010	9	41234138	41238705
adck1	ENSDARG00000062561	protein_coding	Cluster016	17	17472359	17739384
adck2	ENSDARG00000073923	protein_coding	Cluster105	25	2492098	2510432
adcy1a	ENSDARG00000069026	protein_coding	Cluster001	20	6904939	7010336
adcy1b	ENSDARG00000088634	protein_coding	Cluster001	2	147297	167818
adcy2a	ENSDARG00000058392	protein_coding	Cluster001	16	9381023	9493023
adcy2b	ENSDARG00000014588	protein_coding	Cluster001	19	28025405	28192642
adcy5	ENSDARG00000091342	protein_coding	Cluster011	9	38062782	38212202
adcy8	ENSDARG00000031783	protein_coding	Cluster119	2	42926672	43015837
adcyap1a	ENSDARG00000004015	protein_coding	Cluster001	7	71306606	71315593
adcyap1b	ENSDARG00000027740	protein_coding	Cluster001	2	31313932	31319401
adcyap1r1a	ENSDARG00000105201	protein_coding	Cluster001	2	51093352	51165708
adcyap1r1b	ENSDARG00000053724	protein_coding	Cluster001	6	32982060	33039055
add1	ENSDARG00000103962	protein_coding	Cluster031	21	1964471	2042174
add2	ENSDARG00000074581	protein_coding	Cluster001	5	13281751	13335244
add3b	ENSDARG00000056250	protein_coding	Cluster004	17	20228341	20267694
adgra1a	ENSDARG00000054177	protein_coding	Cluster131	12	29058621	29096696
adgra2	ENSDARG00000076994	protein_coding	Cluster003	8	37990927	38126777
adgrb1a	ENSDARG00000075133	protein_coding	Cluster001	16	37548981	37678464
adgrb1b	ENSDARG00000078529	protein_coding	Cluster001	19	92480	107192
adgrb2	ENSDARG00000025667	protein_coding	Cluster001	19	39179493	39285530
adgrb3	ENSDARG00000059832	protein_coding	Cluster001	13	38176775	38468550
adgrf6	ENSDARG00000091757	protein_coding	Cluster001	20	35665673	35678453
adgrg1	ENSDARG00000027222	protein_coding	Cluster063	7	28377526	28448137
adgrg4a	ENSDARG00000105416	protein_coding	Cluster005	14	31380857	31410840
adgrg6	ENSDARG00000054137	protein_coding	Cluster001	20	37480155	37566761
adgrl1a	ENSDARG00000089292	protein_coding	Cluster003	3	50686602	50834993
adgrl3.1	ENSDARG00000061121	protein_coding	Cluster001	1	22252812	22466844
adgrv1	ENSDARG00000021137	protein_coding	Cluster029	5	48031936	48288616
adh5	ENSDARG00000080010	protein_coding	Cluster014	14	43179143	43191295
adh8b	ENSDARG00000024278	protein_coding	Cluster027	13	12500748	12514277
adhfe1	ENSDARG00000053518	protein_coding	Cluster026	2	42246069	42260157
adipoqb	ENSDARG00000100086	protein_coding	Cluster001	2	4649979	4655733
adkb	ENSDARG00000095947	protein_coding	Cluster008	12	46826210	46851821
adm2a	ENSDARG00000045708	protein_coding	Cluster003	4	9879731	9890958
adma	ENSDARG00000015263	protein_coding	Cluster003	7	66651122	66653410
admp	ENSDARG00000025372	protein_coding	Cluster004	2	53756683	53772703
adora2ab	ENSDARG00000058488	protein_coding	Cluster051	21	13196723	13217280
adpgk2	ENSDARG00000062785	protein_coding	Cluster160	17	11291605	11312634
adprhl2	ENSDARG00000019338	protein_coding	Cluster007	17	31594891	31602303
adprm	ENSDARG00000026090	protein_coding	Cluster004	12	90491	93198
adra1bb	ENSDARG00000041173	protein_coding	Cluster001	14	43142817	43161096
adra1d	ENSDARG00000024101	protein_coding	Cluster006	1	41256046	41281418
adra2b	ENSDARG00000102096	protein_coding	Cluster001	8	40605273	40606853
adra2c	ENSDARG00000069669	protein_coding	Cluster001	1	40289895	40291472
adrb2a	ENSDARG00000088124	protein_coding	Cluster001	14	34485151	34490301
adrb3a	ENSDARG00000053646	protein_coding	Cluster007	8	37667755	37706317
adsl	ENSDARG00000017049	protein_coding	Cluster148	3	24076695	24088079
adss	ENSDARG00000002071	protein_coding	Cluster003	13	11357478	11404476
adssl1	ENSDARG00000099517	protein_coding	Cluster001	17	663357	695526
aebp1	ENSDARG00000091726	protein_coding	Cluster118	10	2779932	2811020
aes	ENSDARG00000021805	protein_coding	Cluster001	22	21769059	21820707
afap1	ENSDARG00000055284	protein_coding	Cluster019	12	22702000	22797549
afap1l1a	ENSDARG00000089162	protein_coding	Cluster002	14	34222112	34293646
aff2	ENSDARG00000052242	protein_coding	Cluster001	14	20045308	20439680
afp4:ENSDARG00000041490	ENSDARG00000041490	protein_coding	Cluster074	16	45937437	45943334
aga	ENSDARG00000004889	protein_coding	Cluster002	14	36088127	36096935
agap1	ENSDARG00000062123	protein_coding	Cluster206	6	15918463	16267588
agap2	ENSDARG00000099874	protein_coding	Cluster001	23	36552748	36602114
agk	ENSDARG00000009837	protein_coding	Cluster018	18	20543552	20551643
agla	ENSDARG00000103811	protein_coding	Cluster003	2	20814178	20868861
aglb	ENSDARG00000100352	protein_coding	Cluster001	24	29796382	29834762
agmat	ENSDARG00000059700	protein_coding	Cluster005	23	37380015	37395031
agmo	ENSDARG00000025595	protein_coding	Cluster005	15	34476753	34560556
ago2	ENSDARG00000061268	protein_coding	Cluster016	19	41894935	41914590
ago3b	ENSDARG00000063079	protein_coding	Cluster010	19	10742595	10767788
ago4	ENSDARG00000100854	protein_coding	Cluster002	19	48104155	48186562
agpat2	ENSDARG00000101139	protein_coding	Cluster221	21	7627452	7661673
agpat3	ENSDARG00000036549	protein_coding	Cluster001	1	46143474	46184261
agrn	ENSDARG00000079388	protein_coding	Cluster007	23	23559210	23988136
agrp2	ENSDARG00000099781	protein_coding	Cluster001	2	7549927	7560187
agt	ENSDARG00000016412	protein_coding	Cluster001	13	23857992	23866391
agtr2	ENSDARG00000035552	protein_coding	Cluster001	5	22738570	22745694
agtrap	ENSDARG00000077082	protein_coding	Cluster061	11	15905882	16105164
agxt2	ENSDARG00000100709	protein_coding	Cluster001	21	11046288	11083035
agxta	ENSDARG00000052099	protein_coding	Cluster001	6	27122323	27132766
agxtb	ENSDARG00000018478	protein_coding	Cluster005	2	23021092	23033000
ahcy	ENSDARG00000005191	protein_coding	Cluster003	6	49927462	49967635
ahcyl1	ENSDARG00000056331	protein_coding	Cluster015	8	24952751	24992018
ahdc1	ENSDARG00000093453	protein_coding	Cluster003	19	43843804	43904702
ahr1b	ENSDARG00000023537	protein_coding	Cluster001	22	12954436	13018215
ahr2	ENSDARG00000021833	protein_coding	Cluster001	22	13021493	13140409
ahsa1a	ENSDARG00000028664	protein_coding	Cluster043	20	27068064	27075091
ahsa1b	ENSDARG00000100317	protein_coding	Cluster042	17	43736751	43749935
ahsg1	ENSDARG00000026764	protein_coding	Cluster005	22	37920796	37927972
ahsg2	ENSDARG00000069293	protein_coding	Cluster005	2	10336525	10343921
aida	ENSDARG00000014532	protein_coding	Cluster187	20	51918753	51941980
aif1l	ENSDARG00000009336	protein_coding	Cluster083	5	33949212	33975349
aifm1	ENSDARG00000058088	protein_coding	Cluster002	5	22046814	22069974
aifm5	ENSDARG00000075551	protein_coding	Cluster003	21	39257735	39282363
aig1	ENSDARG00000007171	protein_coding	Cluster001	20	37758350	37833886
aim1a	ENSDARG00000031782	protein_coding	Cluster110	17	25463075	25531858
ajap1	ENSDARG00000038655	protein_coding	Cluster001	8	21556226	21639728
ajuba	ENSDARG00000077842	protein_coding	Cluster066	7	23829001	23840289
ak1	ENSDARG00000001950	protein_coding	Cluster003	5	70925989	70948273
ak2	ENSDARG00000005926	protein_coding	Cluster013	19	35831548	35841818
ak3	ENSDARG00000058226	protein_coding	Cluster004	10	11042656	11053762
ak4	ENSDARG00000006546	protein_coding	Cluster005	6	31365171	31377637
ak5	ENSDARG00000012555	protein_coding	Cluster001	2	9047835	9261950
akap12a	ENSDARG00000091792	protein_coding	Cluster001	17	7606452	7626410
akap12b	ENSDARG00000055678	protein_coding	Cluster004	20	26509747	26568217
akap17a	ENSDARG00000104768	protein_coding	Cluster219	9	56398882	56423275
akap1a	ENSDARG00000089802	protein_coding	Cluster011	10	37457080	37471465
akap6	ENSDARG00000077295	protein_coding	Cluster003	17	8831194	9109995
akap7	ENSDARG00000043843	protein_coding	Cluster070	20	2402637	2462287
akap8l	ENSDARG00000099635	protein_coding	Cluster009	1	58441190	58530322
akip1	ENSDARG00000069037	protein_coding	Cluster002	18	16961241	16964912
akirin1	ENSDARG00000039969	protein_coding	Cluster012	16	33167187	33186550
akirin2	ENSDARG00000058729	protein_coding	Cluster012	20	2699210	2709191
akr1b1	ENSDARG00000006215	protein_coding	Cluster101	4	14901287	14907761
akt1s1	ENSDARG00000074667	protein_coding	Cluster012	3	30059577	30069715
akt2	ENSDARG00000011219	protein_coding	Cluster058	18	40720996	40763391
akt2l	ENSDARG00000103612	protein_coding	Cluster001	10	311920	321118
aktip	ENSDARG00000026862	protein_coding	Cluster002	7	36195838	36212201
alas2	ENSDARG00000038643	protein_coding	Cluster107	8	21321758	21338179
alcama	ENSDARG00000026531	protein_coding	Cluster019	10	28845124	28949177
alcamb	ENSDARG00000058538	protein_coding	Cluster059	15	19902726	19943255
aldh1a3	ENSDARG00000076933	protein_coding	Cluster211	7	9476221	9557990
aldh1l1:ENSDARG00000077004	ENSDARG00000077004	protein_coding	Cluster001	6	20008589	20042102
aldh2.1	ENSDARG00000089924	protein_coding	Cluster043	5	68802115	68848178
aldh3a2a	ENSDARG00000028259	protein_coding	Cluster010	15	20894936	20904031
aldh3a2b	ENSDARG00000029381	protein_coding	Cluster238	21	38984761	39013538
aldh5a1	ENSDARG00000076544	protein_coding	Cluster001	16	36977651	36991883
aldh6a1	ENSDARG00000053485	protein_coding	Cluster001	17	44959414	44993527
aldh8a1	ENSDARG00000036776	protein_coding	Cluster001	23	31826073	31837222
aldoaa	ENSDARG00000011665	protein_coding	Cluster094	3	39425141	39435194
aldoab	ENSDARG00000034470	protein_coding	Cluster014	12	4015415	4033293
aldob	ENSDARG00000053684	protein_coding	Cluster221	14	20809199	20817949
aldoca	ENSDARG00000057661	protein_coding	Cluster001	15	16143564	16162509
aldocb	ENSDARG00000019702	protein_coding	Cluster001	21	39585912	39616539
alg12	ENSDARG00000041199	protein_coding	Cluster054	4	27111240	27120460
alg2	ENSDARG00000070399	protein_coding	Cluster004	16	27281315	27289623
alg6	ENSDARG00000017617	protein_coding	Cluster031	6	32078180	32100197
alk	ENSDARG00000095833	protein_coding	Cluster001	17	47102321	47219486
alkbh4	ENSDARG00000052247	protein_coding	Cluster002	5	60782897	60788045
alkbh6	ENSDARG00000077253	protein_coding	Cluster009	5	36049911	36054545
alkbh8	ENSDARG00000060256	protein_coding	Cluster002	16	42206032	42225585
allc	ENSDARG00000042562	protein_coding	Cluster001	20	30452557	30468048
alms1	ENSDARG00000074779	protein_coding	Cluster002	13	9036596	9074136
alox5b.3	ENSDARG00000069966	protein_coding	Cluster004	15	631450	643550
alp3	ENSDARG00000098063	protein_coding	Cluster005	15	44598837	44617951
alpi.2	ENSDARG00000053774	protein_coding	Cluster005	22	38791904	38806070
alpk2	ENSDARG00000079637	protein_coding	Cluster020	21	10773793	10787937
alpk3a	ENSDARG00000078989	protein_coding	Cluster020	18	26737409	26770761
alx4a	ENSDARG00000088332	protein_coding	Cluster003	7	26622211	26653567
alyref	ENSDARG00000077732	protein_coding	Cluster034	3	59589107	59599428
amacr	ENSDARG00000057435	protein_coding	Cluster016	21	19381961	19404981
ambp	ENSDARG00000004296	protein_coding	Cluster024	10	10843326	10865634
ambra1b	ENSDARG00000039878	protein_coding	Cluster011	25	7764651	7794434
amd1	ENSDARG00000043856	protein_coding	Cluster111	20	2937165	2966128
amdhd2	ENSDARG00000100376	protein_coding	Cluster002	3	13369691	13396326
amer2	ENSDARG00000075222	protein_coding	Cluster003	24	24924435	24927858
amigo1	ENSDARG00000079620	protein_coding	Cluster001	8	25097680	25101092
amigo3	ENSDARG00000074469	protein_coding	Cluster001	22	34454251	34488269
ammecr1	ENSDARG00000012892	protein_coding	Cluster227	21	44685034	44707619
amn	ENSDARG00000062947	protein_coding	Cluster092	3	56808754	56810392
amot	ENSDARG00000078335	protein_coding	Cluster133	21	37791846	37865664
ampd1	ENSDARG00000033832	protein_coding	Cluster001	8	11042866	11074353
ampd2a	ENSDARG00000104491	protein_coding	Cluster003	22	1186157	1228328
ampd2b	ENSDARG00000029952	protein_coding	Cluster090	8	25228106	25272477
ampd3a	ENSDARG00000005800	protein_coding	Cluster001	7	66612828	66644895
ampd3b	ENSDARG00000032469	protein_coding	Cluster005	18	16773233	16806734
amph	ENSDARG00000007663	protein_coding	Cluster001	2	31907811	31953867
amy2a	ENSDARG00000013856	protein_coding	Cluster005	2	15944165	15958382
anapc10	ENSDARG00000090152	protein_coding	Cluster115	23	43916597	43922406
anapc11	ENSDARG00000102531	protein_coding	Cluster002	6	21773751	21779536
anapc13	ENSDARG00000078435	protein_coding	Cluster002	21	24499628	24500456
anapc15	ENSDARG00000101285	protein_coding	Cluster077	15	46895634	46900156
anapc7	ENSDARG00000063005	protein_coding	Cluster122	8	11708778	11732387
and1	ENSDARG00000088514	protein_coding	Cluster003	24	26134462	26138318
and2	ENSDARG00000079302	protein_coding	Cluster001	2	31779986	31784434
and3	ENSDARG00000056873	protein_coding	Cluster003	10	22879104	22885306
angel1	ENSDARG00000077567	protein_coding	Cluster002	17	52526597	52543831
angel2	ENSDARG00000016743	protein_coding	Cluster078	20	38017217	38031457
angptl1a	ENSDARG00000012071	protein_coding	Cluster001	20	16082899	16108053
angptl2a	ENSDARG00000024030	protein_coding	Cluster118	5	4372659	4404631
angptl2b	ENSDARG00000068369	protein_coding	Cluster050	8	33010683	33042174
angptl3	ENSDARG00000044365	protein_coding	Cluster070	6	32357283	32362239
angptl4	ENSDARG00000035859	protein_coding	Cluster006	2	24881111	24886867
angptl6	ENSDARG00000020265	protein_coding	Cluster035	3	54269625	54296045
ank1a	ENSDARG00000092143	protein_coding	Cluster003	5	68129839	68157061
ank1b	ENSDARG00000074777	protein_coding	Cluster001	21	20990739	21053193
ank2b	ENSDARG00000043313	protein_coding	Cluster001	7	57583734	57796505
ank3a	ENSDARG00000061736	protein_coding	Cluster003	17	20680225	20877630
ank3b	ENSDARG00000077582	protein_coding	Cluster003	12	7612388	7902807
ankdd1a	ENSDARG00000098647	protein_coding	Cluster026	7	13329536	13452776
ankha	ENSDARG00000071724	protein_coding	Cluster017	24	10208761	10253891
ankra2	ENSDARG00000035399	protein_coding	Cluster132	5	34381431	34387120
ankrd11	ENSDARG00000051886	protein_coding	Cluster012	7	55883482	56108603
ankrd12	ENSDARG00000052419	protein_coding	Cluster049	2	54966494	55053809
ankrd13b	ENSDARG00000014652	protein_coding	Cluster003	15	28549986	28606774
ankrd13c	ENSDARG00000103831	protein_coding	Cluster002	11	45024959	45042768
ankrd13d	ENSDARG00000098140	protein_coding	Cluster203	14	21485402	21519461
ankrd1b	ENSDARG00000076192	protein_coding	Cluster001	12	16391898	16397563
ankrd22	ENSDARG00000002298	protein_coding	Cluster011	12	17032781	17036761
ankrd24	ENSDARG00000062103	protein_coding	Cluster001	22	21334186	21368145
ankrd28b	ENSDARG00000009023	protein_coding	Cluster002	16	20250042	20346917
ankrd33aa	ENSDARG00000055638	protein_coding	Cluster001	23	27936266	27948599
ankrd33ba	ENSDARG00000058357	protein_coding	Cluster001	24	21911212	21914627
ankrd46b	ENSDARG00000015780	protein_coding	Cluster003	7	50635889	50642178
ankrd49	ENSDARG00000023508	protein_coding	Cluster002	15	2887692	2894167
ankrd52a	ENSDARG00000036826	protein_coding	Cluster030	23	32435554	32464211
ankrd6b	ENSDARG00000029370	protein_coding	Cluster113	20	1182326	1218777
ankrd9	ENSDARG00000028804	protein_coding	Cluster001	17	29259581	29260768
anks1ab	ENSDARG00000078901	protein_coding	Cluster001	6	54350421	54414557
anks1b	ENSDARG00000003512	protein_coding	Cluster001	4	17895551	18212788
anks4b	ENSDARG00000036846	protein_coding	Cluster001	3	60354303	60387724
anln	ENSDARG00000060917	protein_coding	Cluster143	19	35846035	35863542
ano1	ENSDARG00000102335	protein_coding	Cluster002	7	54052996	54160853
ano11	ENSDARG00000077327	protein_coding	Cluster001	23	24243364	24269172
ano2	ENSDARG00000101363	protein_coding	Cluster001	4	4263709	4350027
ano5a	ENSDARG00000015731	protein_coding	Cluster095	25	34684597	34739284
ano6	ENSDARG00000061544	protein_coding	Cluster001	4	2027790	2065079
ano9a:ENSDARG00000076320	ENSDARG00000076320	protein_coding	Cluster001	25	34650660	34677389
ano9a:ENSDARG00000078941	ENSDARG00000078941	protein_coding	Cluster004	25	34650718	34651914
anos1a	ENSDARG00000012896	protein_coding	Cluster001	1	31210393	31246942
anos1b	ENSDARG00000004932	protein_coding	Cluster007	22	38837166	38927144
anp32a	ENSDARG00000006487	protein_coding	Cluster067	7	33074474	33080382
anp32b	ENSDARG00000023330	protein_coding	Cluster041	1	25966643	25971141
anpepa	ENSDARG00000041083	protein_coding	Cluster005	18	21088462	21108597
anpepb	ENSDARG00000103878	protein_coding	Cluster005	25	10714755	10730975
antxr1b	ENSDARG00000074075	protein_coding	Cluster001	10	41052466	41125589
antxr1c	ENSDARG00000063612	protein_coding	Cluster036	12	2642570	2709913
antxr2a	ENSDARG00000104118	protein_coding	Cluster001	5	38786315	38873831
antxr2b	ENSDARG00000063011	protein_coding	Cluster001	10	9361631	9386104
anxa11a	ENSDARG00000077383	protein_coding	Cluster006	13	16148898	16195606
anxa11b	ENSDARG00000002632	protein_coding	Cluster007	12	48819021	48883985
anxa13	ENSDARG00000013976	protein_coding	Cluster001	24	6331094	6346445
anxa1a	ENSDARG00000026726	protein_coding	Cluster075	5	24978028	24983172
anxa2a	ENSDARG00000003216	protein_coding	Cluster007	25	33527666	33541952
anxa3a	ENSDARG00000009196	protein_coding	Cluster043	5	38487211	38495470
anxa3b	ENSDARG00000044254	protein_coding	Cluster003	10	9414034	9436174
anxa4	ENSDARG00000036456	protein_coding	Cluster001	10	41237313	41270953
anxa5a	ENSDARG00000026406	protein_coding	Cluster001	14	47423685	47447115
aoc1	ENSDARG00000061355	protein_coding	Cluster005	24	40113443	40121599
aoc2	ENSDARG00000014646	protein_coding	Cluster249	3	32792471	32802645
aox5	ENSDARG00000071475	protein_coding	Cluster043	22	14058680	14090589
ap1m1	ENSDARG00000096249	protein_coding	Cluster007	19	17597406	17656982
ap1m2	ENSDARG00000096454	protein_coding	Cluster002	6	94528	436629
ap1s1	ENSDARG00000056803	protein_coding	Cluster031	7	25973869	25992013
ap1s3a	ENSDARG00000076073	protein_coding	Cluster231	15	43272875	43295435
ap1s3b	ENSDARG00000027966	protein_coding	Cluster172	2	47733074	47766642
ap2m1a	ENSDARG00000002790	protein_coding	Cluster007	2	9991991	10020891
ap2s1	ENSDARG00000026967	protein_coding	Cluster057	15	8791579	8823906
ap3m2	ENSDARG00000016128	protein_coding	Cluster014	5	13874891	13890228
ap4b1	ENSDARG00000013726	protein_coding	Cluster007	23	341625	354900
ap4e1	ENSDARG00000103684	protein_coding	Cluster030	25	4729121	4759581
ap4s1	ENSDARG00000054220	protein_coding	Cluster013	17	28687008	28691007
ap5b1	ENSDARG00000078805	protein_coding	Cluster002	11	38850394	38856975
apba1b	ENSDARG00000074328	protein_coding	Cluster003	10	15819093	15855160
apba2a	ENSDARG00000063314	protein_coding	Cluster001	25	31501192	31530807
apba2b	ENSDARG00000060639	protein_coding	Cluster001	7	30552697	30644815
apbb1ip	ENSDARG00000016505	protein_coding	Cluster110	24	6010700	6048893
apc2	ENSDARG00000063007	protein_coding	Cluster001	11	7271091	7310372
apcdd1l	ENSDARG00000075557	protein_coding	Cluster048	6	49652223	49674823
apela	ENSDARG00000094729	protein_coding	Cluster004	1	18975010	18980963
apex2	ENSDARG00000008472	protein_coding	Cluster002	8	22489568	22493679
aph1b	ENSDARG00000005612	protein_coding	Cluster002	7	28905774	28915786
api5	ENSDARG00000033597	protein_coding	Cluster004	25	29688048	29709032
apip	ENSDARG00000003132	protein_coding	Cluster154	7	49628690	49635865
apitd1	ENSDARG00000070485	protein_coding	Cluster081	6	45932800	45935118
apln	ENSDARG00000053279	protein_coding	Cluster001	14	33382636	33417401
aplnr2	ENSDARG00000004447	protein_coding	Cluster052	7	38414494	38418304
aplnra	ENSDARG00000002172	protein_coding	Cluster004	8	40286105	40287812
aplnrb	ENSDARG00000036670	protein_coding	Cluster004	10	8670575	8672661
aplp1	ENSDARG00000098368	protein_coding	Cluster001	15	37204506	37328812
apoa1b	ENSDARG00000101324	protein_coding	Cluster027	15	31389	33853
apoa1bp	ENSDARG00000058806	protein_coding	Cluster187	19	7489310	7493722
apoa2	ENSDARG00000015866	protein_coding	Cluster024	16	24063946	24065322
apoa4a	ENSDARG00000101160	protein_coding	Cluster234	19	10927028	10931909
apoa4b.1	ENSDARG00000040298	protein_coding	Cluster024	16	23999038	24000948
apoba	ENSDARG00000042780	protein_coding	Cluster089	17	30687105	30711003
apobb.1	ENSDARG00000022767	protein_coding	Cluster089	20	31366899	31382011
apobb.2	ENSDARG00000075016	protein_coding	Cluster234	20	53634248	53664835
apobec2a	ENSDARG00000018881	protein_coding	Cluster073	22	603619	613996
apoc2	ENSDARG00000092155	protein_coding	Cluster024	16	24069723	24076129
apoc4	ENSDARG00000075614	protein_coding	Cluster005	16	24060898	24062096
apoda.1	ENSDARG00000060345	protein_coding	Cluster001	2	37225342	37227940
apodb	ENSDARG00000057437	protein_coding	Cluster015	24	26161321	26183680
apoea	ENSDARG00000102004	protein_coding	Cluster003	19	10936233	10940769
apoeb	ENSDARG00000040295	protein_coding	Cluster009	16	24045712	24048429
apof	ENSDARG00000090980	protein_coding	Cluster001	6	39164758	39170196
apol1	ENSDARG00000007425	protein_coding	Cluster001	2	37985657	37992397
apom	ENSDARG00000076838	protein_coding	Cluster006	2	42379323	42385143
appa	ENSDARG00000104279	protein_coding	Cluster006	1	622441	661520
appb:ENSDARG00000055543	ENSDARG00000055543	protein_coding	Cluster001	9	35217230	35260592
aptx	ENSDARG00000027143	protein_coding	Cluster033	1	52018883	52024997
aqp10a	ENSDARG00000007086	protein_coding	Cluster005	16	22373353	22378875
aqp10b	ENSDARG00000058678	protein_coding	Cluster005	19	7891103	7897961
aqp12	ENSDARG00000043279	protein_coding	Cluster027	22	2857785	2870671
aqp1a.1	ENSDARG00000023713	protein_coding	Cluster003	2	2895633	2907365
aqp3a	ENSDARG00000003808	protein_coding	Cluster001	5	42406269	42411661
aqp7	ENSDARG00000026787	protein_coding	Cluster001	21	11917877	11928965
aqp8a.1	ENSDARG00000045141	protein_coding	Cluster001	12	20244235	20251184
aqp8a.2	ENSDARG00000071592	protein_coding	Cluster001	12	20233265	20240187
aqp8b	ENSDARG00000089749	protein_coding	Cluster045	3	18422539	18426128
aqp9b	ENSDARG00000053480	protein_coding	Cluster001	7	30100743	30118129
aqr	ENSDARG00000016775	protein_coding	Cluster069	17	50930341	51032977
arf1	ENSDARG00000009484	protein_coding	Cluster071	2	3220758	3235048
arf3a	ENSDARG00000070539	protein_coding	Cluster001	23	27695084	27707189
arf3b	ENSDARG00000036998	protein_coding	Cluster001	6	7283623	7295534
arf4a:ENSDARG00000045989	ENSDARG00000045989	protein_coding	Cluster069	11	42203969	42212378
arf6a	ENSDARG00000101626	protein_coding	Cluster002	20	54525232	54527311
arf6b	ENSDARG00000052928	protein_coding	Cluster088	17	45748613	45751207
arfgap2	ENSDARG00000067601	protein_coding	Cluster083	18	44856355	44880880
arfgap3	ENSDARG00000097583	protein_coding	Cluster138	4	76572909	76580808
arg1	ENSDARG00000057429	protein_coding	Cluster005	12	9559308	9579927
arglu1b	ENSDARG00000018319	protein_coding	Cluster004	1	6978658	6989943
arhgap10	ENSDARG00000078326	protein_coding	Cluster002	1	36039911	36180662
arhgap11a:ENSDARG00000100019	ENSDARG00000100019	protein_coding	Cluster021	17	92794	114131
arhgap12b	ENSDARG00000026482	protein_coding	Cluster013	12	26530650	26634588
arhgap20	ENSDARG00000089326	protein_coding	Cluster001	9	29718655	29733974
arhgap21a	ENSDARG00000104295	protein_coding	Cluster003	24	6481872	6617946
arhgap23a	ENSDARG00000052950	protein_coding	Cluster007	3	39171184	39313570
arhgap23b	ENSDARG00000026840	protein_coding	Cluster001	12	15434804	15519562
arhgap27	ENSDARG00000104255	protein_coding	Cluster195	12	4936558	5009974
arhgap29a:ENSDARG00000026329	ENSDARG00000026329	protein_coding	Cluster050	24	28364388	28478142
arhgap31	ENSDARG00000059472	protein_coding	Cluster003	5	66992838	67042999
arhgap32a	ENSDARG00000075334	protein_coding	Cluster134	15	19100645	19192973
arhgap42a	ENSDARG00000056619	protein_coding	Cluster154	21	22702337	22759459
arhgap4a	ENSDARG00000039265	protein_coding	Cluster016	23	25062846	25088852
arhgdig	ENSDARG00000004034	protein_coding	Cluster007	3	27582768	27638390
