Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Associated Gene Name	Description	Pfam ID	Ensembl Protein Family ID(s)	Ensembl Family Description
ENSDARG00000100214	4	69735178	69740287	1	znf1017	zinc finger protein 1017 [Source:ZFIN;Acc:ZDB-GENE-110914-38]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100214	4	69735178	69740287	1	znf1017	zinc finger protein 1017 [Source:ZFIN;Acc:ZDB-GENE-110914-38]	PF13912	PTHR24409_SF21	ZINC FINGER
ENSDARG00000100214	4	69735178	69740287	1	znf1017	zinc finger protein 1017 [Source:ZFIN;Acc:ZDB-GENE-110914-38]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000092994	4	44036498	44043714	1	znf1107	zinc finger protein 1107 [Source:ZFIN;Acc:ZDB-GENE-131122-103]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000092994	4	44036498	44043714	1	znf1107	zinc finger protein 1107 [Source:ZFIN;Acc:ZDB-GENE-131122-103]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000092968	4	30012731	30023610	1	znf1128	zinc finger protein 1128 [Source:ZFIN;Acc:ZDB-GENE-110913-167]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000092968	4	30012731	30023610	1	znf1128	zinc finger protein 1128 [Source:ZFIN;Acc:ZDB-GENE-110913-167]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000045515	4	25192374	25199231	1	kin	Kin17 DNA and RNA binding protein [Source:ZFIN;Acc:ZDB-GENE-030131-3689]	PF10357	PTHR12805	DNA/RNA BINDING KIN17 BINDING TO CURVED DNA KIN ANTIGENIC DETERMINANT OF RECA
ENSDARG00000099403	4	67142315	67378843	-1	znf1075	zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]	PF13465	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000099403	4	67142315	67378843	-1	znf1075	zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000099403	4	67142315	67378843	-1	znf1075	zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000099403	4	67142315	67378843	-1	znf1075	zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099403	4	67142315	67378843	-1	znf1075	zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100568	4	67334431	67339366	1	si:ch211-209j12.3	si:ch211-209j12.3 [Source:ZFIN;Acc:ZDB-GENE-120709-21]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100568	4	67334431	67339366	1	si:ch211-209j12.3	si:ch211-209j12.3 [Source:ZFIN;Acc:ZDB-GENE-120709-21]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000094572	4	57437413	57455580	-1	znf993	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000094572	4	57437413	57455580	-1	znf993	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000094572	4	57437413	57455580	-1	znf993	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]	PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000094572	4	57437413	57455580	-1	znf993	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000100257	4	55789088	55803146	-1	zgc:174314	zgc:174314 [Source:ZFIN;Acc:ZDB-GENE-080213-5]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000093713	4	44666428	44743608	1	si:dkey-256i11.2	si:dkey-256i11.2 [Source:ZFIN;Acc:ZDB-GENE-110913-47]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000093713	4	44666428	44743608	1	si:dkey-256i11.2	si:dkey-256i11.2 [Source:ZFIN;Acc:ZDB-GENE-110913-47]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000094034	4	48960738	48972669	-1	znf1045	zinc finger protein 1045 [Source:ZFIN;Acc:ZDB-GENE-110914-118]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000094612	4	72139116	72146202	-1	si:dkey-262g12.3	si:dkey-262g12.3 [Source:ZFIN;Acc:ZDB-GENE-060503-255]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000094612	4	72139116	72146202	-1	si:dkey-262g12.3	si:dkey-262g12.3 [Source:ZFIN;Acc:ZDB-GENE-060503-255]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100995	4	67220979	67230332	-1	zgc:173615	zgc:173615 [Source:ZFIN;Acc:ZDB-GENE-080218-20]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100995	4	67220979	67230332	-1	zgc:173615	zgc:173615 [Source:ZFIN;Acc:ZDB-GENE-080218-20]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000086296	4	44084822	44105274	-1	si:ch211-209p16.1	si:ch211-209p16.1 [Source:ZFIN;Acc:ZDB-GENE-110913-52]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000086296	4	44084822	44105274	-1	si:ch211-209p16.1	si:ch211-209p16.1 [Source:ZFIN;Acc:ZDB-GENE-110913-52]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000100959	4	36888324	36894231	-1	si:dkey-3p4.7	si:dkey-3p4.7 [Source:ZFIN;Acc:ZDB-GENE-131119-47]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100959	4	36888324	36894231	-1	si:dkey-3p4.7	si:dkey-3p4.7 [Source:ZFIN;Acc:ZDB-GENE-131119-47]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000094888	4	48610827	48619113	-1	znf1061	zinc finger protein 1061 [Source:ZFIN;Acc:ZDB-GENE-110913-78]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000094888	4	48610827	48619113	-1	znf1061	zinc finger protein 1061 [Source:ZFIN;Acc:ZDB-GENE-110913-78]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000094888	4	48610827	48619113	-1	znf1061	zinc finger protein 1061 [Source:ZFIN;Acc:ZDB-GENE-110913-78]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100551	4	66717129	66730651	-1	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100551	4	66717129	66730651	-1	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100551	4	66717129	66730651	-1	znf985	zinc finger protein 985 [Source:ZFIN;Acc:ZDB-GENE-110914-127]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000104074	4	30567126	30573715	-1	znf1052	zinc finger protein 1052 [Source:ZFIN;Acc:ZDB-GENE-110913-94]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000104074	4	30567126	30573715	-1	znf1052	zinc finger protein 1052 [Source:ZFIN;Acc:ZDB-GENE-110913-94]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000088640	4	43832539	43843825	-1	znf1115	zinc finger protein 1115 [Source:ZFIN;Acc:ZDB-GENE-131119-74]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000088640	4	43832539	43843825	-1	znf1115	zinc finger protein 1115 [Source:ZFIN;Acc:ZDB-GENE-131119-74]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000088640	4	43832539	43843825	-1	znf1115	zinc finger protein 1115 [Source:ZFIN;Acc:ZDB-GENE-131119-74]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099837	4	30362395	30419839	1	si:dkey-199m13.7	si:dkey-199m13.7 [Source:ZFIN;Acc:ZDB-GENE-110914-26]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000099837	4	30362395	30419839	1	si:dkey-199m13.7	si:dkey-199m13.7 [Source:ZFIN;Acc:ZDB-GENE-110914-26]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000099837	4	30362395	30419839	1	si:dkey-199m13.7	si:dkey-199m13.7 [Source:ZFIN;Acc:ZDB-GENE-110914-26]	PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000099837	4	30362395	30419839	1	si:dkey-199m13.7	si:dkey-199m13.7 [Source:ZFIN;Acc:ZDB-GENE-110914-26]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000099837	4	30362395	30419839	1	si:dkey-199m13.7	si:dkey-199m13.7 [Source:ZFIN;Acc:ZDB-GENE-110914-26]	PF13465	PTHR24409_SF21	ZINC FINGER
ENSDARG00000103172	4	62424518	62433337	-1	znf1054	zinc finger protein 1054 [Source:ZFIN;Acc:ZDB-GENE-110913-98]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103172	4	62424518	62433337	-1	znf1054	zinc finger protein 1054 [Source:ZFIN;Acc:ZDB-GENE-110913-98]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101760	4	37703258	37707437	1	znf1016	zinc finger protein 1016 [Source:ZFIN;Acc:ZDB-GENE-110913-76]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101760	4	37703258	37707437	1	znf1016	zinc finger protein 1016 [Source:ZFIN;Acc:ZDB-GENE-110913-76]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000092471	4	43800567	43843354	-1	si:dkey-7j22.1	si:dkey-7j22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-62]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000092471	4	43800567	43843354	-1	si:dkey-7j22.1	si:dkey-7j22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-62]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000097091	4	43810424	43818631	1	si:dkey-7j22.2	si:dkey-7j22.2 [Source:ZFIN;Acc:ZDB-GENE-131122-92]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102635	4	51253171	51264627	1	znf1037	zinc finger protein 1037 [Source:ZFIN;Acc:ZDB-GENE-120709-1]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000102635	4	51253171	51264627	1	znf1037	zinc finger protein 1037 [Source:ZFIN;Acc:ZDB-GENE-120709-1]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000096001	4	75484136	75488379	1	si:dkey-240n22.8	si:dkey-240n22.8 [Source:ZFIN;Acc:ZDB-GENE-110914-150]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000100653	4	37685978	37687012	1	si:dkeyp-82b4.6	si:dkeyp-82b4.6 [Source:ZFIN;Acc:ZDB-GENE-110914-71]	PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000100653	4	37685978	37687012	1	si:dkeyp-82b4.6	si:dkeyp-82b4.6 [Source:ZFIN;Acc:ZDB-GENE-110914-71]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000093424	4	48478499	48486431	-1	znf1135	zinc finger protein 1135 [Source:ZFIN;Acc:ZDB-GENE-110913-151]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103581	4	56021464	56309088	1	si:ch211-212k5.1	si:ch211-212k5.1 [Source:ZFIN;Acc:ZDB-GENE-110914-19]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103581	4	56021464	56309088	1	si:ch211-212k5.1	si:ch211-212k5.1 [Source:ZFIN;Acc:ZDB-GENE-110914-19]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000103581	4	56021464	56309088	1	si:ch211-212k5.1	si:ch211-212k5.1 [Source:ZFIN;Acc:ZDB-GENE-110914-19]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000105137	4	50303962	50436607	1	zgc:173705	zgc:173705 [Source:ZFIN;Acc:ZDB-GENE-080212-6]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000092241	4	75470342	75603963	1	znf1009	zinc finger protein 1009 [Source:ZFIN;Acc:ZDB-GENE-110914-160]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000092241	4	75470342	75603963	1	znf1009	zinc finger protein 1009 [Source:ZFIN;Acc:ZDB-GENE-110914-160]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000092241	4	75470342	75603963	1	znf1009	zinc finger protein 1009 [Source:ZFIN;Acc:ZDB-GENE-110914-160]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000092241	4	75470342	75603963	1	znf1009	zinc finger protein 1009 [Source:ZFIN;Acc:ZDB-GENE-110914-160]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000091477	4	48490171	48501412	1	znf1066	zinc finger protein 1066 [Source:ZFIN;Acc:ZDB-GENE-110913-60]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000091477	4	48490171	48501412	1	znf1066	zinc finger protein 1066 [Source:ZFIN;Acc:ZDB-GENE-110913-60]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000091477	4	48490171	48501412	1	znf1066	zinc finger protein 1066 [Source:ZFIN;Acc:ZDB-GENE-110913-60]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000088961	4	48337865	48753889	-1	znf1128	zinc finger protein 1128 [Source:ZFIN;Acc:ZDB-GENE-110913-167]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000088961	4	48337865	48753889	-1	znf1128	zinc finger protein 1128 [Source:ZFIN;Acc:ZDB-GENE-110913-167]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101829	4	50303954	50315604	1	si:dkey-16b10.2	si:dkey-16b10.2 [Source:ZFIN;Acc:ZDB-GENE-120703-32]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000092617	4	39815650	39823026	-1	si:dkey-22h13.2	si:dkey-22h13.2 [Source:ZFIN;Acc:ZDB-GENE-120703-42]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000102837	4	41467417	41474014	-1	znf1145	zinc finger protein 1145 [Source:ZFIN;Acc:ZDB-GENE-141212-288]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104697	4	55990877	56002805	1	si:dkey-57k17.1	si:dkey-57k17.1 [Source:ZFIN;Acc:ZDB-GENE-110913-105]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000104697	4	55990877	56002805	1	si:dkey-57k17.1	si:dkey-57k17.1 [Source:ZFIN;Acc:ZDB-GENE-110913-105]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000104697	4	55990877	56002805	1	si:dkey-57k17.1	si:dkey-57k17.1 [Source:ZFIN;Acc:ZDB-GENE-110913-105]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100074	4	37986141	37997151	1	znf994	zinc finger protein 994 [Source:ZFIN;Acc:ZDB-GENE-110913-145]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000100074	4	37986141	37997151	1	znf994	zinc finger protein 994 [Source:ZFIN;Acc:ZDB-GENE-110913-145]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000100074	4	37986141	37997151	1	znf994	zinc finger protein 994 [Source:ZFIN;Acc:ZDB-GENE-110913-145]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000101853	4	48756896	48773374	1	znf977	zinc finger protein 977 [Source:ZFIN;Acc:ZDB-GENE-110913-138]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101853	4	48756896	48773374	1	znf977	zinc finger protein 977 [Source:ZFIN;Acc:ZDB-GENE-110913-138]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101853	4	48756896	48773374	1	znf977	zinc finger protein 977 [Source:ZFIN;Acc:ZDB-GENE-110913-138]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000099872	4	37970003	37983154	-1	znf1092	szinc finger protein 1092 [Source:ZFIN;Acc:ZDB-GENE-110914-23]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000099872	4	37970003	37983154	-1	znf1092	szinc finger protein 1092 [Source:ZFIN;Acc:ZDB-GENE-110914-23]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000099872	4	37970003	37983154	-1	znf1092	szinc finger protein 1092 [Source:ZFIN;Acc:ZDB-GENE-110914-23]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000088847	4	62438189	62450854	1	znf1089	zinc finger protein 1089 [Source:ZFIN;Acc:ZDB-GENE-110913-116]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102819	4	67483655	67626721	1	znf1025	zinc finger protein 1025 [Source:ZFIN;Acc:ZDB-GENE-110913-117]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000102819	4	67483655	67626721	1	znf1025	zinc finger protein 1025 [Source:ZFIN;Acc:ZDB-GENE-110913-117]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098707	4	55949995	56516746	1	si:ch211-212k5.4	si:ch211-212k5.4 [Source:ZFIN;Acc:ZDB-GENE-110914-68]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000098707	4	55949995	56516746	1	si:ch211-212k5.4	si:ch211-212k5.4 [Source:ZFIN;Acc:ZDB-GENE-110914-68]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000096497	4	39860154	39865990	-1	si:dkey-22h13.3	si:dkey-22h13.3 [Source:ZFIN;Acc:ZDB-GENE-120703-47]	PF12874	PTHR24384	ZINC FINGER
ENSDARG00000096497	4	39860154	39865990	-1	si:dkey-22h13.3	si:dkey-22h13.3 [Source:ZFIN;Acc:ZDB-GENE-120703-47]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000096497	4	39860154	39865990	-1	si:dkey-22h13.3	si:dkey-22h13.3 [Source:ZFIN;Acc:ZDB-GENE-120703-47]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101807	4	67567117	67588945	-1	si:ch211-120c15.3	si:ch211-120c15.3 [Source:ZFIN;Acc:ZDB-GENE-110913-99]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101807	4	67567117	67588945	-1	si:ch211-120c15.3	si:ch211-120c15.3 [Source:ZFIN;Acc:ZDB-GENE-110913-99]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000101807	4	67567117	67588945	-1	si:ch211-120c15.3	si:ch211-120c15.3 [Source:ZFIN;Acc:ZDB-GENE-110913-99]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000016526	4	25065312	25075312	-1	gata3	GATA binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-990415-82]	PF00320	PTHR10071_SF106	TRANS ACTING T CELL SPECIFIC TRANSCRIPTION FACTOR GATA 3 GATA BINDING FACTOR 3
ENSDARG00000093165	4	42627799	42657746	-1	si:dkey-16p6.2	si:dkey-16p6.2 [Source:ZFIN;Acc:ZDB-GENE-110913-100]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000093165	4	42627799	42657746	-1	si:dkey-16p6.2	si:dkey-16p6.2 [Source:ZFIN;Acc:ZDB-GENE-110913-100]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098384	4	67518275	67594925	-1	znf1101	zinc finger protein 1101 [Source:ZFIN;Acc:ZDB-GENE-110914-1]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098384	4	67518275	67594925	-1	znf1101	zinc finger protein 1101 [Source:ZFIN;Acc:ZDB-GENE-110914-1]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101548	4	31118960	31129962	1	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000101548	4	31118960	31129962	1	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000101548	4	31118960	31129962	1	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000089875	4	43151470	43162693	1	si:ch211-226o13.2	si:ch211-226o13.2 [Source:ZFIN;Acc:ZDB-GENE-110913-67]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000074009	4	28860207	29154519	1	znf1059	zinc finger protein 1059 [Source:ZFIN;Acc:ZDB-GENE-030131-8437]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000074009	4	28860207	29154519	1	znf1059	zinc finger protein 1059 [Source:ZFIN;Acc:ZDB-GENE-030131-8437]	PF00096	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000103031	4	53577718	53662518	-1	znf1029	zinc finger protein 1029 [Source:ZFIN;Acc:ZDB-GENE-110914-6]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103031	4	53577718	53662518	-1	znf1029	zinc finger protein 1029 [Source:ZFIN;Acc:ZDB-GENE-110914-6]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000103031	4	53577718	53662518	-1	znf1029	zinc finger protein 1029 [Source:ZFIN;Acc:ZDB-GENE-110914-6]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098101	4	67597827	67613779	1	znf1030	zinc finger protein 1030 [Source:ZFIN;Acc:ZDB-GENE-110913-176]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098101	4	67597827	67613779	1	znf1030	zinc finger protein 1030 [Source:ZFIN;Acc:ZDB-GENE-110913-176]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000098101	4	67597827	67613779	1	znf1030	zinc finger protein 1030 [Source:ZFIN;Acc:ZDB-GENE-110913-176]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000093489	4	29720249	29815094	-1	znf1119	zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000093489	4	29720249	29815094	-1	znf1119	zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000093489	4	29720249	29815094	-1	znf1119	zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000093489	4	29720249	29815094	-1	znf1119	zinc finger protein 1119 [Source:ZFIN;Acc:ZDB-GENE-110914-42]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000103247	4	67533470	67552850	1	znf993	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000103247	4	67533470	67552850	1	znf993	zinc finger protein 993 [Source:ZFIN;Acc:ZDB-GENE-110914-103]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000105219	4	63148768	63162572	-1	znf988	zinc finger protein 988 [Source:ZFIN;Acc:ZDB-GENE-110914-28]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000105219	4	63148768	63162572	-1	znf988	zinc finger protein 988 [Source:ZFIN;Acc:ZDB-GENE-110914-28]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000087562	4	47292935	47304151	-1	znf1036	zinc finger protein 1036 [Source:ZFIN;Acc:ZDB-GENE-110913-155]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000087562	4	47292935	47304151	-1	znf1036	zinc finger protein 1036 [Source:ZFIN;Acc:ZDB-GENE-110913-155]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000087562	4	47292935	47304151	-1	znf1036	zinc finger protein 1036 [Source:ZFIN;Acc:ZDB-GENE-110913-155]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000098270	4	42005580	42013350	1	znf1053	zinc finger protein 1053 [Source:ZFIN;Acc:ZDB-GENE-121214-1]	PF13912	PTHR24384	ZINC FINGER
ENSDARG00000098270	4	42005580	42013350	1	znf1053	zinc finger protein 1053 [Source:ZFIN;Acc:ZDB-GENE-121214-1]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000098270	4	42005580	42013350	1	znf1053	zinc finger protein 1053 [Source:ZFIN;Acc:ZDB-GENE-121214-1]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF12874	PTHR24384	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF13894	PTHR24409_SF21	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF13912	PTHR24409_SF21	ZINC FINGER
ENSDARG00000105217	4	63148826	63209802	-1	si:ch211-234c11.2	si:ch211-234c11.2 [Source:ZFIN;Acc:ZDB-GENE-110914-70]	PF00096	PTHR24409_SF21	ZINC FINGER
ENSDARG00000088523	4	47686564	47703891	1	si:dkey-5i16.5	si:dkey-5i16.5 [Source:ZFIN;Acc:ZDB-GENE-131120-160]	PF13465	PTHR24384	ZINC FINGER
ENSDARG00000088523	4	47686564	47703891	1	si:dkey-5i16.5	si:dkey-5i16.5 [Source:ZFIN;Acc:ZDB-GENE-131120-160]	PF13894	PTHR24384	ZINC FINGER
ENSDARG00000088523	4	47686564	47703891	1	si:dkey-5i16.5	si:dkey-5i16.5 [Source:ZFIN;Acc:ZDB-GENE-131120-160]	PF00096	PTHR24384	ZINC FINGER
ENSDARG00000073708	4	72087887	72115093	-1	zgc:171551	zgc:171551 [Source:ZFIN;Acc:ZDB-GENE-080220-8]	PF13912	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
ENSDARG00000073708	4	72087887	72115093	-1	zgc:171551	zgc:171551 [Source:ZFIN;Acc:ZDB-GENE-080220-8]	PF13894	PTHR24402_SF203	GASTRULA ZINC FINGER 5 1 XLCGF5 1
